"lemma","text.content","text.beginOffset","partOfSpeech.tag","dependencyEdge.headTokenIndex","dependencyEdge.label","text_id","bigram","trigram"
"stage","stage",-1,"NOUN",5,"POBJ",18,"stage together","stage together donald"
"together","together",-1,"ADV",4,"ADVMOD",18,"together donald","together donald trump"
"donald","Donald",-1,"NOUN",11,"NN",18,"donald trump","donald trump i."
"trump","Trump",-1,"NOUN",4,"ATTR",18,"trump i.","trump i. donald"
"i.","I.",-1,"NOUN",14,"NN",18,"i. donald","i. donald good"
"donald","Donald",-1,"NOUN",11,"CONJ",18,"donald good","donald good we"
"good","good",-1,"ADJ",17,"ACOMP",18,"good we","good we go"
"we","We",-1,"PRON",26,"NSUBJ",18,"we go","we go debate"
"go","going",-1,"VERB",26,"ROOT",18,"go debate","go debate talk"
"debate","debate",-1,"NOUN",28,"DOBJ",18,"debate talk","debate talk important"
"talk","talking",-1,"VERB",30,"RCMOD",18,"talk important","talk important issue"
"important","important",-1,"ADJ",38,"AMOD",18,"important issue","important issue face"
"issue","issues",-1,"NOUN",35,"POBJ",18,"issue face","issue face country"
"face","facing",-1,"VERB",38,"VMOD",18,"face country","face country you"
"country","country",-1,"NOUN",39,"DOBJ",18,"country you","country you judge"
"you","You",-1,"PRON",44,"NSUBJ",18,"you judge","you judge us"
"judge","judge",-1,"VERB",44,"XCOMP",18,"judge us","judge us can"
"us","us",-1,"PRON",46,"DOBJ",18,"us can","us can shoulder"
"can","can",-1,"VERB",51,"AUX",18,"can shoulder","can shoulder immense"
"shoulder","shoulder",-1,"VERB",44,"DEP",18,"shoulder immense","shoulder immense awesome"
"immense","immense",-1,"ADJ",56,"AMOD",18,"immense awesome","immense awesome responsibility"
"awesome","awesome",-1,"ADJ",56,"AMOD",18,"awesome responsibility","awesome responsibility presidency"
"responsibility","responsibilities",-1,"NOUN",51,"DOBJ",18,"responsibility presidency","responsibility presidency can"
"presidency","presidency",-1,"NOUN",57,"POBJ",18,"presidency can","presidency can put"
"can","can",-1,"VERB",63,"AUX",18,"can put","can put action"
"put","put",-1,"VERB",56,"RCMOD",18,"put action","put action plan"
"action","action",-1,"NOUN",64,"POBJ",18,"action plan","action plan will"
"plan","plans",-1,"NOUN",63,"DOBJ",18,"plan will","plan will make"
"will","will",-1,"VERB",70,"AUX",18,"will make","will make life"
"make","make",-1,"VERB",67,"RCMOD",18,"make life","make life well"
"life","life",-1,"NOUN",73,"NSUBJ",18,"life well","life well i"
"well","better",-1,"ADV",70,"ACOMP",18,"well i","well i hope"
"i","I",-1,"PRON",76,"NSUBJ",18,"i hope","i hope i"
"hope","hope",-1,"VERB",76,"ROOT",18,"hope i","hope i will"
"i","I",-1,"PRON",80,"NSUBJ",18,"i will","i will able"
"will","will",-1,"VERB",80,"AUX",18,"will able","will able earn"
"able","able",-1,"ADJ",80,"ACOMP",18,"able earn","able earn vote"
"earn","earn",-1,"VERB",81,"XCOMP",18,"earn vote","earn vote november"
"vote","vote",-1,"NOUN",83,"DOBJ",18,"vote november","vote november 8th"
"november","November",-1,"NOUN",88,"NN",18,"november 8th",NA
"8th","8th",-1,"NOUN",86,"POBJ",18,NA,NA
"secretary","Secretary",-1,"NOUN",1,"TITLE",19,"secretary clinton","secretary clinton thank"
"clinton","Clinton",-1,"NOUN",3,"NSUBJ",19,"clinton thank",NA
"thank","thank",-1,"VERB",3,"ROOT",19,NA,NA
"mr.","Mr.",-1,"NOUN",1,"TITLE",20,"mr. trump","mr. trump question"
"trump","Trump",-1,"NOUN",1,"ROOT",20,"trump question","trump question it"
"question","question",-1,"NOUN",1,"APPOS",20,"question it","question it put"
"it","It",-1,"PRON",10,"NSUBJ",20,"it put","it put money"
"put","putting",-1,"VERB",11,"PCOMP",20,"put money","put money money"
"money","money",-1,"NOUN",12,"DOBJ",20,"money money","money money pocket"
"money","money",-1,"NOUN",13,"APPOS",20,"money pocket","money pocket american"
"pocket","pockets",-1,"NOUN",17,"POBJ",20,"pocket american","pocket american worker"
"american","American",-1,"ADJ",22,"AMOD",20,"american worker","american worker you"
"worker","workers",-1,"NOUN",20,"POBJ",20,"worker you","worker you minute"
"you","You",-1,"PRON",25,"NSUBJ",20,"you minute",NA
"minute","minutes",-1,"NOUN",27,"POBJ",20,NA,NA
"thank","Thank",-1,"VERB",0,"ROOT",21,"thank lester","thank lester our"
"lester","Lester",-1,"NOUN",0,"DOBJ",21,"lester our","lester our job"
"our","Our",-1,"PRON",6,"POSS",21,"our job","our job flee"
"job","jobs",-1,"NOUN",8,"NSUBJ",21,"job flee","job flee country"
"flee","fleeing",-1,"VERB",8,"ROOT",21,"flee country","flee country they"
"country","country",-1,"NOUN",8,"DOBJ",21,"country they","country they go"
"they","They",-1,"PRON",14,"NSUBJ",21,"they go","they go mexico"
"go","going",-1,"VERB",14,"ROOT",21,"go mexico","go mexico they"
"mexico","Mexico",-1,"NOUN",15,"POBJ",21,"mexico they","mexico they go"
"they","They",-1,"PRON",20,"NSUBJ",21,"they go","they go many"
"go","going",-1,"VERB",20,"ROOT",21,"go many","go many country"
"many","many",-1,"ADJ",24,"AMOD",21,"many country","many country you"
"country","countries",-1,"NOUN",21,"POBJ",21,"country you","country you look"
"you","You",-1,"PRON",27,"NSUBJ",21,"you look","you look china"
"look","look",-1,"VERB",27,"ROOT",21,"look china","look china country"
"china","China",-1,"NOUN",32,"NSUBJ",21,"china country","china country term"
"country","country",-1,"NOUN",33,"POBJ",21,"country term","country term make"
"term","terms",-1,"NOUN",36,"POBJ",21,"term make","term make product"
"make","making",-1,"VERB",38,"PCOMP",21,"make product","make product they"
"product","product",-1,"NOUN",39,"DOBJ",21,"product they","product they devalue"
"they","They",-1,"PRON",45,"NSUBJ",21,"they devalue","they devalue currency"
"devalue","devaluing",-1,"VERB",45,"ROOT",21,"devalue currency","devalue currency nobody"
"currency","currency",-1,"NOUN",45,"DOBJ",21,"currency nobody","currency nobody government"
"nobody","nobody",-1,"NOUN",51,"NSUBJ",21,"nobody government","nobody government fight"
"government","government",-1,"NOUN",53,"POBJ",21,"government fight","government fight good"
"fight","fight",-1,"VERB",51,"XCOMP",21,"fight good","fight good fight"
"good","good",-1,"ADJ",66,"AMOD",21,"good fight","good fight win"
"fight","fight",-1,"NOUN",62,"DOBJ",21,"fight win","fight win fight"
"win","winning",-1,"VERB",73,"AMOD",21,"win fight","win fight use"
"fight","fight",-1,"NOUN",70,"DOBJ",21,"fight use","fight use country"
"use","using",-1,"VERB",78,"ROOT",21,"use country","use country piggy"
"country","country",-1,"NOUN",78,"DOBJ",21,"country piggy","country piggy bank"
"piggy","piggy",-1,"NOUN",84,"NN",21,"piggy bank","piggy bank rebuild"
"bank","bank",-1,"NOUN",81,"POBJ",21,"bank rebuild","bank rebuild china"
"rebuild","rebuild",-1,"VERB",84,"VMOD",21,"rebuild china","rebuild china many"
"china","China",-1,"NOUN",86,"DOBJ",21,"china many","china many country"
"many","many",-1,"ADJ",92,"AMOD",21,"many country","many country thing"
"country","countries",-1,"NOUN",94,"NSUBJ",21,"country thing",NA
"thing","thing",-1,"NOUN",94,"DOBJ",21,NA,NA
"lose","losing",-1,"VERB",3,"ROOT",22,"lose good","lose good job"
"good","good",-1,"ADJ",6,"AMOD",22,"good job","good job many"
"job","jobs",-1,"NOUN",3,"DOBJ",22,"job many","job many when"
"many","many",-1,"ADJ",3,"DOBJ",22,"many when","many when look"
"when","When",-1,"ADV",15,"ADVMOD",22,"when look","when look happen"
"look","look",-1,"VERB",30,"ADVCL",22,"look happen","look happen mexico"
"happen","happening",-1,"VERB",16,"PCOMP",22,"happen mexico","happen mexico friend"
"mexico","Mexico",-1,"NOUN",20,"POBJ",22,"mexico friend","mexico friend mine"
"friend","friend",-1,"NOUN",30,"NSUBJ",22,"friend mine","friend mine build"
"mine","mine",-1,"NOUN",25,"POBJ",22,"mine build","mine build plant"
"build","builds",-1,"VERB",24,"RCMOD",22,"build plant","build plant say"
"plant","plants",-1,"NOUN",28,"DOBJ",22,"plant say","plant say eighth"
"say","said",-1,"VERB",30,"ROOT",22,"say eighth","say eighth wonder"
"eighth","eighth",-1,"ADJ",35,"AMOD",22,"eighth wonder","eighth wonder world"
"wonder","wonder",-1,"NOUN",32,"ATTR",22,"wonder world","wonder world they"
"world","world",-1,"NOUN",36,"POBJ",22,"world they","world they build"
"they","They",-1,"PRON",42,"NSUBJ",22,"they build","they build big"
"build","building",-1,"VERB",42,"ROOT",22,"build big","build big plant"
"big","biggest",-1,"ADJ",47,"AMOD",22,"big plant","big plant anywhere"
"plant","plants",-1,"NOUN",44,"POBJ",22,"plant anywhere","plant anywhere world"
"anywhere","anywhere",-1,"ADV",42,"ADVMOD",22,"anywhere world","anywhere world sophisticated"
"world","world",-1,"NOUN",49,"POBJ",22,"world sophisticated","world sophisticated good"
"sophisticated","sophisticated",-1,"ADJ",54,"POBJ",22,"sophisticated good","sophisticated good plant"
"good","best",-1,"ADJ",63,"AMOD",22,"good plant","good plant united"
"plant","plants",-1,"NOUN",60,"POBJ",22,"plant united","plant united states"
"united","United",-1,"NOUN",68,"NN",22,"united states","united states say"
"states","States",-1,"NOUN",65,"POBJ",22,"states say","states say much"
"say","said",-1,"VERB",72,"ROOT",22,"say much",NA
"much","much",-1,"ADV",72,"ADVMOD",22,NA,NA
"so","So",-1,"ADV",3,"ADVMOD",23,"so ford","so ford leave"
"ford","Ford",-1,"NOUN",3,"NSUBJ",23,"ford leave","ford leave you"
"leave","leaving",-1,"VERB",3,"ROOT",23,"leave you","leave you see"
"you","You",-1,"PRON",6,"NSUBJ",23,"you see","you see small"
"see","see",-1,"VERB",6,"ROOT",23,"see small","see small car"
"small","small",-1,"ADJ",12,"AMOD",23,"small car","small car division"
"car","car",-1,"NOUN",12,"NN",23,"car division","car division leave"
"division","division",-1,"NOUN",13,"NSUBJ",23,"division leave","division leave thousand"
"leave","leaving",-1,"VERB",6,"CCOMP",23,"leave thousand","leave thousand job"
"thousand","Thousands",-1,"NOUN",15,"ROOT",23,"thousand job","thousand job leave"
"job","jobs",-1,"NOUN",16,"POBJ",23,"job leave","job leave michigan"
"leave","leaving",-1,"VERB",17,"VMOD",23,"leave michigan","leave michigan leave"
"michigan","Michigan",-1,"NOUN",18,"DOBJ",23,"michigan leave","michigan leave ohio"
"leave","leaving",-1,"VERB",15,"VMOD",23,"leave ohio","leave ohio they"
"ohio","Ohio",-1,"NOUN",21,"DOBJ",23,"ohio they","ohio they leave"
"they","They",-1,"PRON",27,"NSUBJ",23,"they leave","they leave ca"
"leave","leaving",-1,"VERB",27,"ROOT",23,"leave ca","leave ca n't"
"ca","ca",-1,"VERB",33,"AUX",23,"ca n't","ca n't allow"
"n't","n't",-1,"ADV",33,"NEG",23,"n't allow","n't allow happen"
"allow","allow",-1,"VERB",33,"ROOT",23,"allow happen","allow happen anymore"
"happen","happen",-1,"VERB",33,"XCOMP",23,"happen anymore",NA
"anymore","anymore",-1,"ADV",36,"ADVMOD",23,NA,NA
"as","As",-1,"ADV",1,"ADVMOD",24,"as far","as far child"
"far","far",-1,"ADV",14,"ADVMOD",24,"far child","far child care"
"child","child",-1,"NOUN",4,"NN",24,"child care","child care concerned"
"care","care",-1,"NOUN",5,"NSUBJ",24,"care concerned","care concerned many"
"concerned","concerned",-1,"ADJ",5,"ACOMP",24,"concerned many","concerned many thing"
"many","many",-1,"ADJ",11,"AMOD",24,"many thing","many thing i"
"thing","things",-1,"NOUN",6,"CONJ",24,"thing i","thing i think"
"i","I",-1,"PRON",14,"NSUBJ",24,"i think","i think hillary"
"think","think",-1,"VERB",14,"ROOT",24,"think hillary","think hillary i"
"hillary","Hillary",-1,"NOUN",18,"NSUBJ",24,"hillary i","hillary i agree"
"i","I",-1,"PRON",15,"CONJ",24,"i agree","i agree we"
"agree","agree",-1,"VERB",14,"CCOMP",24,"agree we","agree we probably"
"we","We",-1,"PRON",24,"NSUBJ",24,"we probably","we probably disagree"
"probably","probably",-1,"ADV",24,"ADVMOD",24,"probably disagree","probably disagree little"
"disagree","disagree",-1,"VERB",24,"ROOT",24,"disagree little","disagree little bit"
"little","little",-1,"ADJ",27,"AMOD",24,"little bit","little bit number"
"bit","bit",-1,"NOUN",24,"DOBJ",24,"bit number","bit number amount"
"number","numbers",-1,"NOUN",29,"POBJ",24,"number amount","number amount go"
"amount","amounts",-1,"NOUN",30,"CONJ",24,"amount go","amount go perhaps"
"go","going",-1,"VERB",30,"CONJ",24,"go perhaps","go perhaps will"
"perhaps","perhaps",-1,"ADV",46,"ADVMOD",24,"perhaps will","perhaps will talk"
"will","'ll",-1,"VERB",46,"AUX",24,"will talk","will talk later"
"talk","talking",-1,"VERB",24,"CONJ",24,"talk later",NA
"later","later",-1,"ADV",46,"ADVMOD",24,NA,NA
"stop","stop",-1,"VERB",2,"XCOMP",25,"stop job","stop job steal"
"job","jobs",-1,"NOUN",4,"DOBJ",25,"job steal","job steal us"
"steal","stolen",-1,"VERB",7,"PCOMP",25,"steal us","steal us we"
"us","us",-1,"PRON",10,"POBJ",25,"us we","us we stop"
"we","We",-1,"PRON",14,"NSUBJ",25,"we stop","we stop company"
"stop","stop",-1,"VERB",14,"XCOMP",25,"stop company","stop company leave"
"company","companies",-1,"NOUN",16,"DOBJ",25,"company leave","company leave united"
"leave","leaving",-1,"VERB",19,"PCOMP",25,"leave united","leave united states"
"united","United",-1,"NOUN",23,"NN",25,"united states","united states fire"
"states","States",-1,"NOUN",20,"DOBJ",25,"states fire","states fire person"
"fire","firing",-1,"VERB",14,"VMOD",25,"fire person","fire person take"
"person","people",-1,"NOUN",31,"POBJ",25,"person take","person take look"
"take","take",-1,"VERB",40,"CCOMP",25,"take look","take look carrier"
"look","look",-1,"NOUN",41,"DOBJ",25,"look carrier","look carrier air"
"carrier","Carrier",-1,"NOUN",47,"NN",25,"carrier air","carrier air conditioning"
"air","air",-1,"NOUN",47,"NN",25,"air conditioning","air conditioning indianapolis"
"conditioning","conditioning",-1,"NOUN",44,"POBJ",25,"conditioning indianapolis","conditioning indianapolis they"
"indianapolis","Indianapolis",-1,"NOUN",48,"POBJ",25,"indianapolis they","indianapolis they leave"
"they","They",-1,"PRON",52,"NSUBJ",25,"they leave","they leave fire"
"leave","left",-1,"VERB",52,"ROOT",25,"leave fire","leave fire person"
"fire","fired",-1,"VERB",52,"PARATAXIS",25,"fire person","fire person they"
"person","people",-1,"NOUN",54,"DOBJ",25,"person they","person they go"
"they","They",-1,"PRON",60,"NSUBJ",25,"they go","they go mexico"
"go","going",-1,"VERB",60,"ROOT",25,"go mexico","go mexico so"
"mexico","Mexico",-1,"NOUN",61,"POBJ",25,"mexico so","mexico so many"
"so","So",-1,"ADV",72,"ADVMOD",25,"so many","so many hundred"
"many","many",-1,"ADJ",66,"AMOD",25,"many hundred","many hundred hundred"
"hundred","hundreds",-1,"NOUN",72,"NSUBJ",25,"hundred hundred","hundred hundred company"
"hundred","hundreds",-1,"NOUN",66,"CONJ",25,"hundred company",NA
"company","companies",-1,"NOUN",69,"POBJ",25,NA,NA
"we","We",-1,"PRON",3,"NSUBJ",26,"we can","we can let"
"can","can",-1,"VERB",3,"AUX",26,"can let","can let happen"
"let","let",-1,"VERB",3,"ROOT",26,"let happen","let happen plan"
"happen","happen",-1,"VERB",3,"CCOMP",26,"happen plan","happen plan i"
"plan","plan",-1,"NOUN",7,"POBJ",26,"plan i","plan i will"
"i","I",-1,"PRON",14,"NSUBJ",26,"i will","i will reduce"
"will","'ll",-1,"VERB",14,"AUX",26,"will reduce","will reduce tax"
"reduce","reducing",-1,"VERB",14,"ROOT",26,"reduce tax","reduce tax tremendously"
"tax","taxes",-1,"NOUN",14,"DOBJ",26,"tax tremendously","tax tremendously percent"
"tremendously","tremendously",-1,"ADV",14,"ADVMOD",26,"tremendously percent","tremendously percent percent"
"percent","percent",-1,"NOUN",18,"POBJ",26,"percent percent","percent percent company"
"percent","percent",-1,"NOUN",21,"POBJ",26,"percent company","percent company small"
"company","companies",-1,"NOUN",24,"POBJ",26,"company small","company small big"
"small","small",-1,"ADJ",30,"AMOD",26,"small big","small big business"
"big","big",-1,"ADJ",27,"CONJ",26,"big business","big business go"
"business","businesses",-1,"NOUN",25,"APPOS",26,"business go","business go job"
"go","going",-1,"VERB",34,"ROOT",26,"go job","go job creator"
"job","job",-1,"NOUN",39,"NN",26,"job creator","job creator n't"
"creator","creator",-1,"NOUN",36,"ATTR",26,"creator n't","creator n't see"
"n't","n't",-1,"ADV",44,"NEG",26,"n't see","n't see ronald"
"see","seen",-1,"VERB",36,"ADVCL",26,"see ronald","see ronald reagan"
"ronald","Ronald",-1,"NOUN",47,"NN",26,"ronald reagan","ronald reagan it"
"reagan","Reagan",-1,"NOUN",45,"POBJ",26,"reagan it","reagan it go"
"it","It",-1,"PRON",51,"NSUBJ",26,"it go","it go beautiful"
"go","going",-1,"VERB",51,"ROOT",26,"go beautiful","go beautiful thing"
"beautiful","beautiful",-1,"ADJ",56,"AMOD",26,"beautiful thing","beautiful thing watch"
"thing","thing",-1,"NOUN",53,"ATTR",26,"thing watch",NA
"watch","watch",-1,"VERB",56,"VMOD",26,NA,NA
"company","Companies",-1,"NOUN",2,"NSUBJ",27,"company will","company will come"
"will","will",-1,"VERB",2,"AUX",27,"will come","will come they"
"come","come",-1,"VERB",2,"ROOT",27,"come they","come they will"
"they","They",-1,"PRON",6,"NSUBJ",27,"they will","they will build"
"will","will",-1,"VERB",6,"AUX",27,"will build","will build they"
"build","build",-1,"VERB",6,"ROOT",27,"build they","build they will"
"they","They",-1,"PRON",10,"NSUBJ",27,"they will","they will expand"
"will","will",-1,"VERB",10,"AUX",27,"will expand","will expand new"
"expand","expand",-1,"VERB",10,"ROOT",27,"expand new","expand new company"
"new","New",-1,"ADJ",13,"AMOD",27,"new company","new company will"
"company","companies",-1,"NOUN",15,"NSUBJ",27,"company will","company will start"
"will","will",-1,"VERB",15,"AUX",27,"will start","will start i"
"start","start",-1,"VERB",15,"ROOT",27,"start i","start i look"
"i","I",-1,"PRON",19,"NSUBJ",27,"i look","i look much"
"look","look",-1,"VERB",19,"ROOT",27,"look much","look much forward"
"much","much",-1,"ADV",19,"ADVMOD",27,"much forward","much forward we"
"forward","forward",-1,"ADV",19,"ADVMOD",27,"forward we","forward we renegotiate"
"we","We",-1,"PRON",30,"NSUBJ",27,"we renegotiate","we renegotiate trade"
"renegotiate","renegotiate",-1,"VERB",30,"XCOMP",27,"renegotiate trade","renegotiate trade deal"
"trade","trade",-1,"NOUN",35,"NN",27,"trade deal","trade deal stop"
